fecha,codigo,concepto,debito,credito,saldo
31/08/2022,6,Perc. S/cred,"4,70",,"1.975.055,84"
31/08/2022,6,Perc. S/cred,"0,21",,"1.975.060,54"
31/08/2022,6,Perc. S/cred,"0,04",,"1.975.060,75"
31/08/2022,6,Perc. S/cred,"0,69",,"1.975.060,79"
31/08/2022,6,Perc. S/cred,"0,14",,"1.975.061,48"
31/08/2022,7,Perc. S/deb,,"1.570,69","1.975.061,62"
31/08/2022,7,Perc. S/deb,,"3.142,79","1.973.490,93"
31/08/2022,4,Comisiones,"115,00",,"1.970.348,14"
31/08/2022,2,IVA 21%,"24,15",,"1.970.463,14"
31/08/2022,4,Comisiones,"35,00",,"1.970.487,29"
31/08/2022,2,IVA 21%,"7,35",,"1.970.522,29"
31/08/2022,4,Comisiones,"4.706,00",,"1.970.529,64"
31/08/2022,2,IVA 21%,"988,26",,"1.975.235,64"
31/08/2022,8,IIBB,"4,71",,"1.976.365,08"
31/08/2022,6,Perc. S/cred,"28,24",,"1.976.369,79"
31/08/2022,6,Perc. S/cred,"5,93",,"1.976.398,03"
31/08/2022,6,Perc. S/cred,"0,85",,"1.976.403,96"
31/08/2022,6,Perc. S/cred,"0,03",,"1.976.404,81"
31/08/2022,4,Comisiones,"784,08",,"1.976.404,84"
31/08/2022,6,Perc. S/cred,"9.844,83",,"336.383,93"
31/08/2022,6,Perc. S/cred,"177,21",,"346.228,76"
31/08/2022,8,IIBB,"29.534,49",,"346.405,97"
31/08/2022,6,Perc. S/cred,"19.800,00",,"3.675.940,46"
31/08/2022,11,Cred.Compu,,"5.550.000,00","3.695.740,46"
31/08/2022,11,Cred.Compu,,"29.100.000,00","2.345.740,46"
31/08/2022,8,IIBB,"85.220,14",,"-31.488.712,02"
31/08/2022,6,Perc. S/cred,"28.406,71",,"-31.403.491,88"
31/08/2022,6,Perc. S/cred,"511,32",,"-31.375.085,17"
31/08/2022,6,Perc. S/cred,"983,33",,"-31.996.265,55"
31/08/2022,6,Perc. S/cred,"299,68",,"-31.945.335,22"
31/08/2022,6,Perc. S/cred,"178,60",,"-31.915.269,47"
31/08/2022,6,Perc. S/cred,"0,25",,"-31.915.090,87"
31/08/2022,6,Perc. S/cred,"9.000,00",,"-30.415.090,62"
31/08/2022,6,Perc. S/cred,"6.705,42",,"-29.288.520,51"
31/08/2022,6,Perc. S/cred,"3.009,19",,"-28.780.283,09"
31/08/2022,6,Perc. S/cred,"3.009,19",,"-28.275.741,90"
31/08/2022,6,Perc. S/cred,"1.004,69",,"-28.105.284,14"
31/08/2022,6,Perc. S/cred,"622,00",,"-28.000.612,88"
31/08/2022,6,Perc. S/cred,"1.570,69",,"-27.738.208,48"
31/08/2022,6,Perc. S/cred,"3.142,79",,"-27.212.839,67"
31/08/2022,6,Perc. S/cred,"606,01",,"-27.108.694,94"
31/08/2022,6,Perc. S/cred,"10.173,40",,"-25.412.522,02"
31/08/2022,6,Perc. S/cred,"12.000,00",,"-23.402.348,62"
31/08/2022,6,Perc. S/cred,"14.400,00",,"-20.990.348,62"
31/08/2022,6,Perc. S/cred,"71,81",,"-20.963.980,87"
30/08/2022,4,Comisiones,"35,00",,"-20.963.909,06"
30/08/2022,2,IVA 21%,"7,35",,"-20.963.874,06"
30/08/2022,6,Perc. S/cred,"1.046,46",,"-20.789.456,78"
30/08/2022,6,Perc. S/cred,"609,22",,"-20.686.874,09"
30/08/2022,6,Perc. S/cred,"544,10",,"-20.595.580,72"
30/08/2022,6,Perc. S/cred,"594,85",,"-20.495.895,63"
30/08/2022,6,Perc. S/cred,"520,08",,"-20.408.620,78"
30/08/2022,6,Perc. S/cred,"906,79",,"-20.256.969,02"
30/08/2022,6,Perc. S/cred,"847,75",,"-20.114.770,30"
30/08/2022,6,Perc. S/cred,"947,30",,"-19.956.039,64"
30/08/2022,6,Perc. S/cred,"836,89",,"-19.815.611,07"
30/08/2022,6,Perc. S/cred,"844,46",,"-19.674.030,69"
30/08/2022,6,Perc. S/cred,"735,03",,"-19.550.681,06"
30/08/2022,6,Perc. S/cred,"966,00",,"-19.388.946,03"
30/08/2022,6,Perc. S/cred,"872,76",,"-19.242.520,03"
30/08/2022,6,Perc. S/cred,"477,07",,"-19.162.136,26"
30/08/2022,6,Perc. S/cred,"378,35",,"-19.098.601,32"
30/08/2022,6,Perc. S/cred,"214,71",,"-19.062.437,94"
30/08/2022,6,Perc. S/cred,"1.229,85",,"-18.857.248,53"
30/08/2022,6,Perc. S/cred,"1.237,66",,"-18.649.741,68"
30/08/2022,6,Perc. S/cred,"805,20",,"-18.514.304,41"
30/08/2022,6,Perc. S/cred,"1.701,58",,"-18.229.902,17"
30/08/2022,6,Perc. S/cred,"956,88",,"-18.068.720,59"
30/08/2022,6,Perc. S/cred,"630,77",,"-17.962.635,35"
30/08/2022,6,Perc. S/cred,"883,08",,"-17.814.824,58"
30/08/2022,6,Perc. S/cred,"265,93",,"-17.769.619,94"
30/08/2022,6,Perc. S/cred,"64,64",,"-17.758.579,94"
30/08/2022,6,Perc. S/cred,"977,90",,"-17.595.532,73"
30/08/2022,6,Perc. S/cred,"118,68",,"-17.574.774,43"
30/08/2022,6,Perc. S/cred,"419,90",,"-17.504.672,45"
30/08/2022,6,Perc. S/cred,"634,02",,"-17.398.582,33"
30/08/2022,6,Perc. S/cred,"349,50",,"-17.339.698,25"
30/08/2022,6,Perc. S/cred,"996,19",,"-17.173.316,97"
30/08/2022,6,Perc. S/cred,"1.342,13",,"-16.948.633,28"
30/08/2022,6,Perc. S/cred,"140,12",,"-16.923.938,63"
30/08/2022,6,Perc. S/cred,"195,00",,"-16.891.298,42"
30/08/2022,6,Perc. S/cred,"532,26",,"-16.802.394,20"
30/08/2022,6,Perc. S/cred,"252,57",,"-16.759.766,64"
30/08/2022,6,Perc. S/cred,"545,00",,"-16.668.679,96"
30/08/2022,6,Perc. S/cred,"272,13",,"-16.622.779,59"
30/08/2022,6,Perc. S/cred,"49,35",,"-16.614.282,71"
30/08/2022,6,Perc. S/cred,"1.018,44",,"-16.444.492,98"
30/08/2022,6,Perc. S/cred,"336,36",,"-16.387.414,47"
30/08/2022,6,Perc. S/cred,"49,35",,"-16.378.853,34"
30/08/2022,6,Perc. S/cred,"319,20",,"-16.325.603,99"
30/08/2022,6,Perc. S/cred,"100,80",,"-16.308.484,79"
30/08/2022,6,Perc. S/cred,"873,00",,"-16.162.883,84"
30/08/2022,6,Perc. S/cred,"1.144,33",,"-15.971.288,73"
30/08/2022,6,Perc. S/cred,"1.168,23",,"-15.775.439,58"
30/08/2022,6,Perc. S/cred,"656,68",,"-15.664.825,29"
30/08/2022,6,Perc. S/cred,"694,80",,"-15.548.368,61"
30/08/2022,6,Perc. S/cred,"485,78",,"-15.466.709,81"
30/08/2022,6,Perc. S/cred,"498,57",,"-15.383.129,43"
30/08/2022,6,Perc. S/cred,"451,67",,"-15.307.353,22"
30/08/2022,6,Perc. S/cred,"522,96",,"-15.219.741,55"
30/08/2022,6,Perc. S/cred,"585,21",,"-15.121.683,89"
30/08/2022,6,Perc. S/cred,"167,52",,"-15.093.178,68"
30/08/2022,6,Perc. S/cred,"490,79",,"-15.011.212,16"
30/08/2022,6,Perc. S/cred,"449,39",,"-14.935.822,96"
30/08/2022,6,Perc. S/cred,"526,64",,"-14.847.599,57"
30/08/2022,6,Perc. S/cred,"466,12",,"-14.769.385,98"
30/08/2022,6,Perc. S/cred,"332,85",,"-14.713.444,38"
30/08/2022,6,Perc. S/cred,"415,01",,"-14.643.943,53"
30/08/2022,6,Perc. S/cred,"663,26",,"-14.532.984,52"
30/08/2022,6,Perc. S/cred,"473,57",,"-14.453.392,26"
30/08/2022,6,Perc. S/cred,"317,00",,"-14.400.084,69"
30/08/2022,6,Perc. S/cred,"2.464,02",,"-13.989.097,69"
30/08/2022,6,Perc. S/cred,"516,90",,"-13.900.484,14"
30/08/2022,6,Perc. S/cred,"371,69",,"-13.838.018,24"
30/08/2022,6,Perc. S/cred,"370,80",,"-13.775.845,91"
30/08/2022,6,Perc. S/cred,"467,75",,"-13.697.517,29"
30/08/2022,6,Perc. S/cred,"337,03",,"-13.640.877,54"
30/08/2022,6,Perc. S/cred,"454,22",,"-13.564.836,51"
30/08/2022,6,Perc. S/cred,"207,60",,"-13.529.782,87"
30/08/2022,6,Perc. S/cred,"459,40",,"-13.453.009,27"
30/08/2022,6,Perc. S/cred,"909,13",,"-13.301.028,31"
30/08/2022,6,Perc. S/cred,"458,82",,"-13.223.649,78"
30/08/2022,6,Perc. S/cred,"433,09",,"-13.151.009,96"
30/08/2022,6,Perc. S/cred,"436,74",,"-13.077.786,36"
30/08/2022,6,Perc. S/cred,"479,51",,"-12.997.431,78"
30/08/2022,6,Perc. S/cred,"315,46",,"-12.944.376,27"
30/08/2022,6,Perc. S/cred,"490,02",,"-12.862.390,81"
30/08/2022,6,Perc. S/cred,"593,04",,"-12.763.060,97"
30/08/2022,6,Perc. S/cred,"469,23",,"-12.684.262,93"
30/08/2022,6,Perc. S/cred,"638,73",,"-12.577.338,84"
30/08/2022,6,Perc. S/cred,"814,05",,"-12.441.025,11"
30/08/2022,6,Perc. S/cred,"607,39",,"-12.338.978,67"
30/08/2022,6,Perc. S/cred,"4.375,33",,"-11.609.148,98"
30/08/2022,6,Perc. S/cred,"650,89",,"-11.496.292,65"
30/08/2022,6,Perc. S/cred,"992,65",,"-11.330.199,76"
30/08/2022,6,Perc. S/cred,"1.192,13",,"-11.130.518,11"
30/08/2022,6,Perc. S/cred,"487,30",,"-11.048.108,79"
30/08/2022,6,Perc. S/cred,"405,00",,"-10.980.121,38"
30/08/2022,6,Perc. S/cred,"320,62",,"-10.926.280,14"
30/08/2022,6,Perc. S/cred,"372,42",,"-10.863.888,76"
30/08/2022,6,Perc. S/cred,"372,16",,"-10.801.488,92"
30/08/2022,6,Perc. S/cred,"3.077,69",,"-10.288.169,10"
30/08/2022,8,IIBB,"27.000,00",,"-11.785.091,41"
30/08/2022,6,Perc. S/cred,"9.000,00",,"-11.758.091,41"
30/08/2022,6,Perc. S/cred,"162,00",,"-11.749.091,41"
30/08/2022,8,IIBB,"55.800,00",,"-14.848.929,41"
30/08/2022,6,Perc. S/cred,"18.600,00",,"-14.793.129,41"
30/08/2022,6,Perc. S/cred,"334,80",,"-14.774.529,41"
30/08/2022,11,Cred.Compu,,"15.000.000,00","-14.774.194,61"
30/08/2022,8,IIBB,"29.126,75",,"-31.392.347,53"
30/08/2022,6,Perc. S/cred,"9.708,92",,"-31.363.220,78"
30/08/2022,6,Perc. S/cred,"174,76",,"-31.353.511,86"
30/08/2022,8,IIBB,"94.187,22",,"-36.585.960,22"
30/08/2022,6,Perc. S/cred,"497,95",,"-36.408.781,29"
30/08/2022,6,Perc. S/cred,"730,92",,"-36.286.463,07"
30/08/2022,6,Perc. S/cred,"9.000,00",,"-34.785.732,15"
30/08/2022,6,Perc. S/cred,"9.332,91",,"-33.221.247,71"
30/08/2022,6,Perc. S/cred,"3.118,01",,"-32.692.245,67"
30/08/2022,6,Perc. S/cred,"8.303,78",,"-31.305.164,37"
30/08/2022,6,Perc. S/cred,"85,75",,"-31.282.568,59"
30/08/2022,6,Perc. S/cred,"57,17",,"-31.272.954,84"
30/08/2022,6,Perc. S/cred,"12.000,00",,"-29.272.897,67"
30/08/2022,6,Perc. S/cred,"10.173,40",,"-27.565.330,74"
30/08/2022,6,Perc. S/cred,"615,74",,"-27.452.533,66"
30/08/2022,6,Perc. S/cred,"12.000,00",,"-25.451.917,92"
30/08/2022,6,Perc. S/cred,"12.000,00",,"-23.439.917,92"
30/08/2022,6,Perc. S/cred,"13.200,00",,"-21.227.917,92"
30/08/2022,6,Perc. S/cred,"12.690,98",,"-19.099.555,21"
29/08/2022,6,Perc. S/cred,"0,69",,"-19.086.864,23"
29/08/2022,6,Perc. S/cred,"0,14",,"-19.086.863,54"
29/08/2022,6,Perc. S/cred,"0,21",,"-19.086.863,40"
29/08/2022,6,Perc. S/cred,"0,04",,"-19.086.863,19"
29/08/2022,4,Comisiones,"115,00",,"-19.086.863,15"
29/08/2022,2,IVA 21%,"24,15",,"-19.086.748,15"
29/08/2022,4,Comisiones,"35,00",,"-19.086.724,00"
29/08/2022,2,IVA 21%,"7,35",,"-19.086.689,00"
29/08/2022,6,Perc. S/cred,"13.098,73",,"-16.903.559,64"
29/08/2022,6,Perc. S/cred,"529,47",,"-16.802.215,91"
29/08/2022,6,Perc. S/cred,"406,40",,"-16.733.952,44"
29/08/2022,6,Perc. S/cred,"161,47",,"-16.706.635,17"
29/08/2022,6,Perc. S/cred,"1.441,04",,"-16.466.300,44"
29/08/2022,6,Perc. S/cred,"746,36",,"-16.340.466,73"
29/08/2022,6,Perc. S/cred,"834,14",,"-16.200.696,33"
29/08/2022,6,Perc. S/cred,"251,80",,"-16.157.895,19"
29/08/2022,6,Perc. S/cred,"7.716,38",,"-14.871.580,89"
29/08/2022,6,Perc. S/cred,"306,23",,"-14.812.825,51"
29/08/2022,6,Perc. S/cred,"262,03",,"-14.768.848,13"
29/08/2022,8,IIBB,"167.096,85",,"-24.051.744,21"
29/08/2022,6,Perc. S/cred,"55.698,95",,"-23.884.647,36"
29/08/2022,6,Perc. S/cred,"1.002,58",,"-23.828.948,41"
29/08/2022,8,IIBB,"13.579,36",,"-24.582.354,98"
29/08/2022,8,IIBB,"8.736,49",,"-25.054.136,16"
29/08/2022,6,Perc. S/cred,"241,20",,"-25.005.199,85"
29/08/2022,6,Perc. S/cred,"884,38",,"-24.857.561,23"
29/08/2022,6,Perc. S/cred,"795,86",,"-24.724.033,99"
29/08/2022,6,Perc. S/cred,"1.672,04",,"-24.444.564,54"
29/08/2022,6,Perc. S/cred,"12.000,00",,"-22.442.892,50"
29/08/2022,6,Perc. S/cred,"14.400,00",,"-20.030.892,50"
29/08/2022,6,Perc. S/cred,"9.000,00",,"-18.516.492,50"
29/08/2022,6,Perc. S/cred,"402,70",,"-18.440.376,50"
29/08/2022,6,Perc. S/cred,"331,97",,"-18.384.645,99"
29/08/2022,6,Perc. S/cred,"465,28",,"-18.306.766,66"
29/08/2022,6,Perc. S/cred,"2.356,04",,"-17.913.627,78"
29/08/2022,6,Perc. S/cred,"12.000,00",,"-15.911.271,74"
29/08/2022,6,Perc. S/cred,"12.000,00",,"-13.899.271,74"
26/08/2022,6,Perc. S/cred,"0,21",,"-13.887.271,74"
26/08/2022,6,Perc. S/cred,"0,04",,"-13.887.271,53"
26/08/2022,4,Comisiones,"35,00",,"-13.887.271,49"
26/08/2022,2,IVA 21%,"7,35",,"-13.887.236,49"
26/08/2022,6,Perc. S/cred,"1.552,94",,"-14.146.051,67"
26/08/2022,6,Perc. S/cred,"27,95",,"-14.144.498,73"
26/08/2022,8,IIBB,"4.658,81",,"-14.144.470,78"
26/08/2022,11,Cred.Compu,,"1.300.000,00","-14.139.811,97"
26/08/2022,8,IIBB,"104.132,06",,"-21.224.926,62"
26/08/2022,6,Perc. S/cred,"34.710,69",,"-21.120.794,56"
26/08/2022,6,Perc. S/cred,"624,79",,"-21.086.083,87"
26/08/2022,6,Perc. S/cred,"120,00",,"-24.165.459,08"
26/08/2022,6,Perc. S/cred,"240,00",,"-24.125.339,08"
26/08/2022,6,Perc. S/cred,"90,00",,"-24.110.099,08"
26/08/2022,6,Perc. S/cred,"240,00",,"-24.070.009,08"
26/08/2022,6,Perc. S/cred,"90,00",,"-24.054.769,08"
26/08/2022,6,Perc. S/cred,"90,00",,"-24.039.679,08"
26/08/2022,6,Perc. S/cred,"90,00",,"-24.024.589,08"
26/08/2022,6,Perc. S/cred,"90,00",,"-24.009.499,08"
26/08/2022,6,Perc. S/cred,"1.166,90",,"-23.814.925,58"
26/08/2022,6,Perc. S/cred,"1.226,92",,"-23.609.272,14"
26/08/2022,6,Perc. S/cred,"1.853,91",,"-23.299.059,62"
26/08/2022,6,Perc. S/cred,"854,08",,"-23.154.858,47"
26/08/2022,6,Perc. S/cred,"624,18",,"-23.049.973,83"
26/08/2022,6,Perc. S/cred,"563,05",,"-22.955.507,65"
26/08/2022,11,Cred.Compu,,"1.090.000,00","-27.409.944,60"
26/08/2022,8,IIBB,"126.923,47",,"-35.551.248,54"
26/08/2022,8,IIBB,"27.602,84",,"-36.957.816,29"
26/08/2022,6,Perc. S/cred,"0,25",,"-36.930.213,45"
26/08/2022,6,Perc. S/cred,"2.017,80",,"-36.593.913,20"
26/08/2022,6,Perc. S/cred,"4.714,18",,"-35.806.198,22"
26/08/2022,6,Perc. S/cred,"469,39",,"-35.723.252,27"
26/08/2022,6,Perc. S/cred,"632,15",,"-35.617.425,02"
26/08/2022,6,Perc. S/cred,"921,13",,"-35.463.270,76"
26/08/2022,6,Perc. S/cred,"3.153,17",,"-34.936.822,02"
26/08/2022,6,Perc. S/cred,"12.000,00",,"-32.933.668,85"
26/08/2022,6,Perc. S/cred,"12.000,00",,"-30.921.668,85"
26/08/2022,6,Perc. S/cred,"14.400,00",,"-28.509.668,85"
26/08/2022,6,Perc. S/cred,"9.000,00",,"-26.995.268,85"
26/08/2022,6,Perc. S/cred,"2.881,04",,"-26.506.096,10"
26/08/2022,6,Perc. S/cred,"3.646,48",,"-25.895.468,98"
26/08/2022,6,Perc. S/cred,"4.950,54",,"-25.066.731,93"
26/08/2022,6,Perc. S/cred,"1.834,70",,"-24.755.997,99"
26/08/2022,6,Perc. S/cred,"1.219,65",,"-24.550.888,29"
26/08/2022,6,Perc. S/cred,"2.281,75",,"-24.169.377,64"
26/08/2022,6,Perc. S/cred,"8.303,78",,"-22.783.132,60"
26/08/2022,6,Perc. S/cred,"1.790,18",,"-22.476.465,32"
26/08/2022,6,Perc. S/cred,"87,04",,"-22.460.168,14"
26/08/2022,6,Perc. S/cred,"86,23",,"-22.445.709,62"
26/08/2022,6,Perc. S/cred,"840,97",,"-22.305.462,19"
26/08/2022,6,Perc. S/cred,"788,52",,"-22.173.200,62"
26/08/2022,6,Perc. S/cred,"12.000,00",,"-20.172.412,10"
26/08/2022,6,Perc. S/cred,"526,10",,"-20.072.728,64"
25/08/2022,4,Comisiones,"35,00",,"-20.072.202,54"
25/08/2022,2,IVA 21%,"7,35",,"-20.072.167,54"
25/08/2022,6,Perc. S/cred,"3.997,20",,"-19.405.959,39"
25/08/2022,11,Cred.Compu,,"1.900.000,00","-19.401.962,19"
25/08/2022,11,Cred.Compu,,"1.970.000,00","-22.718.962,19"
25/08/2022,11,Cred.Compu,,"1.090.000,00","-24.688.962,19"
25/08/2022,8,IIBB,"122.200,18",,"-32.567.860,90"
25/08/2022,6,Perc. S/cred,"40.733,39",,"-32.445.660,72"
25/08/2022,6,Perc. S/cred,"733,20",,"-32.404.927,33"
25/08/2022,6,Perc. S/cred,"2.165,39",,"-32.043.295,80"
25/08/2022,6,Perc. S/cred,"1.173,24",,"-31.845.590,69"
25/08/2022,6,Perc. S/cred,"787,74",,"-31.713.127,17"
25/08/2022,6,Perc. S/cred,"817,46",,"-31.576.095,93"
25/08/2022,6,Perc. S/cred,"1.659,39",,"-31.298.714,22"
25/08/2022,6,Perc. S/cred,"1.558,74",,"-31.037.264,45"
25/08/2022,6,Perc. S/cred,"7.802,57",,"-29.735.277,22"
25/08/2022,6,Perc. S/cred,"172,08",,"-29.698.794,65"
25/08/2022,6,Perc. S/cred,"249,55",,"-29.657.030,83"
25/08/2022,6,Perc. S/cred,"2.587,78",,"-29.225.485,04"
25/08/2022,6,Perc. S/cred,"116,50",,"-29.203.480,10"
25/08/2022,6,Perc. S/cred,"820,79",,"-29.066.565,83"
25/08/2022,6,Perc. S/cred,"672,79",,"-28.953.614,11"
25/08/2022,6,Perc. S/cred,"659,63",,"-28.843.003,03"
25/08/2022,6,Perc. S/cred,"593,13",,"-28.743.488,60"
25/08/2022,6,Perc. S/cred,"1.584,39",,"-28.478.830,97"
25/08/2022,6,Perc. S/cred,"426,93",,"-28.406.091,78"
25/08/2022,6,Perc. S/cred,"100,38",,"-28.388.935,61"
25/08/2022,6,Perc. S/cred,"415,12",,"-28.319.648,68"
25/08/2022,6,Perc. S/cred,"2.728,53",,"-27.864.478,86"
25/08/2022,6,Perc. S/cred,"2.281,75",,"-27.481.459,33"
25/08/2022,6,Perc. S/cred,"13.200,00",,"-25.279.177,58"
25/08/2022,6,Perc. S/cred,"9.000,00",,"-23.765.977,58"
25/08/2022,6,Perc. S/cred,"9.332,91",,"-22.201.493,14"
25/08/2022,6,Perc. S/cred,"12.000,00",,"-20.192.160,23"
25/08/2022,6,Perc. S/cred,"12.000,00",,"-18.180.160,23"
25/08/2022,6,Perc. S/cred,"533,36",,"-18.079.267,23"
25/08/2022,6,Perc. S/cred,"107,71",,"-18.060.782,25"
25/08/2022,6,Perc. S/cred,"1.460,50",,"-17.817.257,57"
24/08/2022,6,Perc. S/cred,"7.064,58",,"-17.815.797,07"
24/08/2022,6,Perc. S/cred,"0,21",,"-17.808.732,49"
24/08/2022,6,Perc. S/cred,"0,04",,"-17.808.732,28"
24/08/2022,4,Comisiones,"35,00",,"-17.808.732,24"
24/08/2022,2,IVA 21%,"7,35",,"-17.808.697,24"
24/08/2022,6,Perc. S/cred,"180,00",,"-17.778.689,89"
24/08/2022,6,Perc. S/cred,"591,51",,"-16.352.495,16"
24/08/2022,6,Perc. S/cred,"1.213,01",,"-16.149.735,47"
24/08/2022,6,Perc. S/cred,"440,67",,"-16.075.076,92"
24/08/2022,6,Perc. S/cred,"423,65",,"-16.004.027,32"
24/08/2022,6,Perc. S/cred,"649,07",,"-15.895.425,57"
24/08/2022,6,Perc. S/cred,"91,20",,"-15.879.576,47"
24/08/2022,6,Perc. S/cred,"348,10",,"-15.821.468,65"
24/08/2022,6,Perc. S/cred,"1.226,92",,"-15.616.633,11"
24/08/2022,6,Perc. S/cred,"811,42",,"-15.480.169,29"
24/08/2022,6,Perc. S/cred,"513,30",,"-15.393.808,59"
24/08/2022,6,Perc. S/cred,"356,76",,"-15.333.835,29"
24/08/2022,6,Perc. S/cred,"281,38",,"-15.286.582,68"
24/08/2022,6,Perc. S/cred,"641,01",,"-15.179.465,53"
24/08/2022,6,Perc. S/cred,"176,40",,"-15.149.424,50"
24/08/2022,6,Perc. S/cred,"1.333,93",,"-14.926.926,35"
24/08/2022,6,Perc. S/cred,"455,37",,"-14.849.698,06"
24/08/2022,6,Perc. S/cred,"782,13",,"-14.718.888,06"
24/08/2022,6,Perc. S/cred,"501,15",,"-14.634.581,51"
24/08/2022,6,Perc. S/cred,"399,52",,"-14.567.494,26"
24/08/2022,6,Perc. S/cred,"69,71",,"-14.555.476,29"
24/08/2022,6,Perc. S/cred,"613,01",,"-14.453.238,27"
24/08/2022,6,Perc. S/cred,"493,04",,"-14.370.452,26"
24/08/2022,6,Perc. S/cred,"349,32",,"-14.311.739,22"
24/08/2022,6,Perc. S/cred,"867,86",,"-14.166.746,76"
24/08/2022,6,Perc. S/cred,"484,28",,"-14.085.164,78"
24/08/2022,6,Perc. S/cred,"495,41",,"-14.002.112,37"
24/08/2022,6,Perc. S/cred,"598,07",,"-13.901.937,84"
24/08/2022,6,Perc. S/cred,"91,58",,"-13.886.075,77"
24/08/2022,6,Perc. S/cred,"449,52",,"-13.811.063,69"
24/08/2022,6,Perc. S/cred,"1.475,00",,"-13.564.780,95"
24/08/2022,6,Perc. S/cred,"267,89",,"-13.518.656,85"
24/08/2022,11,Cred.Compu,,"6.000.000,00","-13.518.388,96"
24/08/2022,11,Cred.Compu,,"2.600.000,00","-19.518.388,96"
24/08/2022,6,Perc. S/cred,"363,19",,"-22.057.857,35"
24/08/2022,6,Perc. S/cred,"2.160,12",,"-21.697.473,73"
24/08/2022,6,Perc. S/cred,"466,99",,"-21.617.481,13"
24/08/2022,6,Perc. S/cred,"1.939,78",,"-21.293.717,73"
24/08/2022,6,Perc. S/cred,"919,53",,"-21.138.522,91"
24/08/2022,6,Perc. S/cred,"138,31",,"-21.114.551,38"
24/08/2022,6,Perc. S/cred,"531,97",,"-21.025.751,20"
24/08/2022,6,Perc. S/cred,"402,00",,"-20.958.218,59"
24/08/2022,6,Perc. S/cred,"8.453,81",,"-19.548.848,85"
24/08/2022,6,Perc. S/cred,"544,78",,"-19.449.597,63"
24/08/2022,6,Perc. S/cred,"333,02",,"-19.393.549,91"
24/08/2022,6,Perc. S/cred,"129,73",,"-19.371.594,50"
24/08/2022,6,Perc. S/cred,"78,47",,"-19.358.385,77"
24/08/2022,6,Perc. S/cred,"562,38",,"-19.264.576,80"
24/08/2022,6,Perc. S/cred,"386,99",,"-19.199.515,36"
24/08/2022,6,Perc. S/cred,"14.400,00",,"-16.799.128,37"
24/08/2022,6,Perc. S/cred,"9.000,00",,"-15.284.728,37"
24/08/2022,6,Perc. S/cred,"12.000,00",,"-13.275.728,37"
24/08/2022,6,Perc. S/cred,"100,38",,"-13.246.998,37"
24/08/2022,6,Perc. S/cred,"2.281,75",,"-12.866.606,99"
24/08/2022,6,Perc. S/cred,"499,53",,"-12.781.070,82"
24/08/2022,6,Perc. S/cred,"12.000,00",,"-10.780.571,29"
24/08/2022,6,Perc. S/cred,"12.000,00",,"-8.768.571,29"
23/08/2022,6,Perc. S/cred,"0,21",,"-8.756.571,29"
23/08/2022,6,Perc. S/cred,"0,04",,"-8.756.571,08"
23/08/2022,6,Perc. S/cred,"9,00",,"-8.756.571,04"
23/08/2022,6,Perc. S/cred,"2,76",,"-8.756.562,04"
23/08/2022,6,Perc. S/cred,"0,58",,"-8.756.559,28"
23/08/2022,4,Comisiones,"460,00",,"-8.756.558,70"
23/08/2022,2,IVA 21%,"96,60",,"-8.756.098,70"
23/08/2022,4,Comisiones,"35,00",,"-8.756.002,10"
23/08/2022,2,IVA 21%,"7,35",,"-8.755.967,10"
23/08/2022,6,Perc. S/cred,"12.761,56",,"-2.629.032,94"
23/08/2022,6,Perc. S/cred,"2.186,15",,"-2.251.913,34"
23/08/2022,8,IIBB,"341.715,65",,"-21.232.429,92"
23/08/2022,8,IIBB,"115.705,80",,"-27.318.814,27"
23/08/2022,6,Perc. S/cred,"38.568,60",,"-27.203.108,47"
23/08/2022,6,Perc. S/cred,"694,23",,"-27.164.539,87"
23/08/2022,6,Perc. S/cred,"1.082,91",,"-26.983.360,10"
23/08/2022,6,Perc. S/cred,"817,98",,"-26.845.947,47"
23/08/2022,6,Perc. S/cred,"337,00",,"-26.788.962,63"
23/08/2022,6,Perc. S/cred,"4.563,13",,"-26.028.103,86"
23/08/2022,6,Perc. S/cred,"479,24",,"-25.943.666,59"
23/08/2022,6,Perc. S/cred,"379,38",,"-25.879.957,82"
23/08/2022,6,Perc. S/cred,"1.074,67",,"-25.700.466,81"
23/08/2022,6,Perc. S/cred,"437,43",,"-25.626.487,26"
23/08/2022,6,Perc. S/cred,"1.440,08",,"-25.386.036,21"
23/08/2022,6,Perc. S/cred,"1.730,31",,"-25.096.211,23"
23/08/2022,6,Perc. S/cred,"1.153,54",,"-24.902.224,32"
23/08/2022,6,Perc. S/cred,"666,33",,"-24.790.015,62"
23/08/2022,6,Perc. S/cred,"474,83",,"-24.710.211,31"
23/08/2022,6,Perc. S/cred,"432,54",,"-24.637.646,64"
23/08/2022,6,Perc. S/cred,"351,24",,"-24.578.673,94"
23/08/2022,6,Perc. S/cred,"672,76",,"-24.466.196,36"
23/08/2022,6,Perc. S/cred,"448,51",,"-24.390.772,70"
23/08/2022,6,Perc. S/cred,"415,92",,"-24.321.003,83"
23/08/2022,6,Perc. S/cred,"451,02",,"-24.245.418,22"
23/08/2022,6,Perc. S/cred,"444,67",,"-24.170.856,35"
23/08/2022,6,Perc. S/cred,"156,89",,"-24.144.262,84"
23/08/2022,6,Perc. S/cred,"432,98",,"-24.071.942,01"
